timestamp,text_length,model_sentiment,model_confidence,user_sentiment,is_correct
2025-12-07T01:59:51.232183,36,1,0.9992917753444343,1,1
2025-12-07T02:01:40.271863,49,0,0.9993607904989686,0,1
2025-12-07T21:58:31.703366,bad day,7,0,0.7791830938956161,0,1
2025-12-07T22:52:19.110198,"good good day, beautiful",24,1,0.9712921320928464,1,1
